"UniqueID","Probability1"
6533,0.046918680736938
6534,0.0747646298348367
6535,0.177076059759758
6536,0.198534069198911
6537,0.520845470133197
6538,0.708317188091982
6539,0.908695064182215
6540,0.459771715499403
6541,0.0160402233624788
6542,0.0482062974286216
6543,0.0458709583514368
6544,0.922305012713198
6545,0.0496696551611638
6546,9.11775403353253e-09
6547,0.00805122847403378
6548,0.777834343350148
6549,0.739961150472286
6550,0.108204215100276
6551,0.52361169113062
6552,2.07625292130296e-08
6553,0.149277118711428
6554,0.0619495456413161
6555,0.689422701912221
6556,0.106902604294744
6557,0.0442022511474177
6558,0.572723383552131
6559,0.054748137352976
6560,0.763194653187908
6561,0.272037424870181
6562,0.0490454122873108
6563,0.0434127753900095
6564,0.124089838602116
6565,0.00974762638944954
6566,0.117842887773669
6567,0.102561157383003
6568,0.809262914982733
6569,0.733792537001196
6570,0.0536322003734351
6571,0.1583661901488
6572,0.0862916108850602
6573,0.75467622868934
6574,0.734808607173074
6575,0.124572660380584
6576,0.412272628832117
6577,0.00718862285792886
6578,0.0467029544785543
6579,0.0630538988003113
6580,0.048684714105701
6581,0.756518884327806
6582,0.0113906872043105
6583,8.13380805814609e-09
6584,0.248388727360595
6585,0.126030801218073
6586,0.14773498421926
6587,0.110689530809494
6588,0.00820315727712318
6589,4.82116237152491e-09
6590,0.118488933779928
6591,0.193987193003474
6592,0.0458224592750314
6593,0.0447203655844491
6594,0.121936980749348
6595,0.0529964845428486
6596,0.0512633593031491
6597,0.0497744250851693
6598,0.0472489317787843
6599,0.00715704149947616
6600,0.301496608496103
6601,0.191743585911966
6602,5.2800048636082e-09
6603,0.008024708725105
6604,0.0589281701688408
6605,0.20514209239006
6606,0.733142318381745
6607,0.0519688863533337
6608,0.819484305476361
6609,0.131502736620957
6610,0.00761198960708763
6611,0.14551541603519
6612,0.196075857749823
6613,0.0525531061142053
6614,0.346862859147791
6615,0.0523877442113167
6616,0.574638675113869
6617,0.196466095159653
6618,0.0624669728715267
6619,0.312852947180894
6620,0.0605244404232048
6621,0.0955170591780273
6622,0.143612079333863
6623,0.107965735117373
6624,0.0748904382607689
6625,0.0988465460746997
6626,0.0455806952807
6627,0.105012181877886
6628,0.0522228739508878
6629,9.39748322100332e-09
6630,0.0549780917674138
6631,8.30453993626888e-09
6632,0.163376662145179
6633,0.094514224825665
6634,0.209578381673197
6635,0.394826430473275
6636,0.165969213363531
6637,0.193032206140652
6638,0.182550090035137
6639,0.126947159109457
6640,0.147105223234842
6641,0.170467699675082
6642,0.157552285439227
6643,0.17942765401073
6644,0.176186127219831
6645,0.136221409437542
6646,0.459272166392305
6647,8.70038267075392e-09
6648,0.0194182402933539
6649,0.233287085692072
6650,0.718916383716513
6651,0.0345041978577114
6652,0.0495713508096935
6653,0.0107887459498664
6654,0.0460401472740974
6655,0.0791841275402049
6656,0.0936637307141403
6657,0.0087190408529126
6658,0.119172528249354
6659,0.0468434122210972
6660,0.281463757734257
6661,0.00653540841202165
6662,0.0411453669930192
6663,0.0403807127979955
6664,0.246395876250277
6665,0.114707962822513
6666,0.0397835231692391
6667,0.0567011490691452
6668,0.0973993436518373
6669,0.0444766759386244
6670,0.837051875613903
6671,0.835534020245889
6672,0.0412329364820514
6673,0.0253525304829618
6674,0.0614668570526926
6675,0.0375439974322262
6676,0.0417337620145838
6677,0.0385173969380077
6678,0.00923170193773538
6679,7.03800449045641e-09
6680,0.662176611527255
6681,0.0977899094743634
6682,0.0443185900843008
6683,0.122112848462076
6684,0.343475027529592
6685,0.0354774812473453
6686,0.0430843785502315
6687,0.0481982346439829
6688,0.720928311499639
6689,0.00716871553401868
6690,0.0816242531890502
6691,0.0765571955655361
6692,0.151554263526687
6693,3.9161758133806e-09
