"UniqueID","Probability1"
6533,0.0936818688417089
6534,0.213711037769609
6535,0.305371928157047
6536,0.131969395427572
6537,0.450654930677468
6538,0.715027298768528
6539,0.6466474109135
6540,0.16557887200913
6541,0.0954556968208746
6542,0.092551219326439
6543,0.0628081653439231
6544,0.683050032889052
6545,0.0771056574626988
6546,0.0440012522384233
6547,0.0777636382702426
6548,0.699623269064414
6549,0.658107702831794
6550,0.122402011927707
6551,0.398935593116703
6552,0.0796469670523405
6553,0.129920699117084
6554,0.0768307413602809
6555,0.710529173638049
6556,0.0728782767385739
6557,0.0368681866832494
6558,0.511719207589699
6559,0.0612340281490437
6560,0.733536082729312
6561,0.275174795874536
6562,0.0405196429098252
6563,0.0712678692804938
6564,0.0968947236938186
6565,0.030087354455313
6566,0.122006724976641
6567,0.0910833552136744
6568,0.73345072056123
6569,0.699726609542827
6570,0.0351025246064005
6571,0.177066363298243
6572,0.245453297461974
6573,0.716748728289104
6574,0.722059835732317
6575,0.127120629094829
6576,0.371737565965908
6577,0.0806971041487558
6578,0.0642915629869665
6579,0.104849040254319
6580,0.0429314947661511
6581,0.72451146026449
6582,0.101472669911763
6583,0.0547084231530296
6584,0.182533459937194
6585,0.102151233005678
6586,0.113035285222342
6587,0.161871493489469
6588,0.0796826080427007
6589,0.0195641300798152
6590,0.100405165885945
6591,0.320248124988532
6592,0.12564675831405
6593,0.0821757836199342
6594,0.142717364020583
6595,0.0592024038921948
6596,0.0408427465503676
6597,0.0980110951007612
6598,0.073253435949831
6599,0.0802912897635772
6600,0.410945305451553
6601,0.136745817389226
6602,0.0208081324058735
6603,0.0808501518561112
6604,0.054009555336403
6605,0.188967032315609
6606,0.720141840199243
6607,0.0455780990719028
6608,0.70487321364677
6609,0.291715910992558
6610,0.029210626132818
6611,0.115412376381454
6612,0.166524319422684
6613,0.0587143260100366
6614,0.252732753102483
6615,0.0222470021187875
6616,0.226229291460298
6617,0.132382428503263
6618,0.18751511478894
6619,0.164856280371976
6620,0.0620172623000896
6621,0.0802293280681083
6622,0.125667581714602
6623,0.0882049649447018
6624,0.142167060305478
6625,0.111794672149922
6626,0.0333863778098167
6627,0.059897206577867
6628,0.116086506054796
6629,0.0591982614972965
6630,0.0338519335972934
6631,0.0545415823447751
6632,0.0990739433983037
6633,0.262099191951856
6634,0.0898835154696379
6635,0.213569965331423
6636,0.173700605717778
6637,0.189554761778003
6638,0.162870470226471
6639,0.145707527204465
6640,0.207649516774349
6641,0.148102327643265
6642,0.171788062127482
6643,0.189636472745387
6644,0.196584718816166
6645,0.168357494354733
6646,0.398818339445492
6647,0.0810511546184188
6648,0.0817126440978567
6649,0.163030902144452
6650,0.70107580629918
6651,0.0366677709475056
6652,0.035160482514192
6653,0.0431385514956668
6654,0.0892947485377393
6655,0.210825147638373
6656,0.0731731133143949
6657,0.0292146793464228
6658,0.124564224306178
6659,0.0829878551111039
6660,0.313694425467706
6661,0.0792666653572325
6662,0.0409948160294396
6663,0.0774002720195743
6664,0.149088411806473
6665,0.109635135298629
6666,0.0613071418565429
6667,0.123853199848399
6668,0.0803893235115534
6669,0.0839931431437519
6670,0.643966326559591
6671,0.681303721027859
6672,0.0465089271777025
6673,0.124637430947595
6674,0.112579679686333
6675,0.0877967810824883
6676,0.0664658518253851
6677,0.0289426798429288
6678,0.089719063504995
6679,0.0661447501786404
6680,0.670907114118248
6681,0.100927500524836
6682,0.0515544235335239
6683,0.117634898310346
6684,0.215256977953886
6685,0.0585713014240818
6686,0.103357601778734
6687,0.0878991130546204
6688,0.700654629772001
6689,0.0281607264784936
6690,0.0544645538515742
6691,0.112208583894752
6692,0.10838586179167
6693,0.0210409820461087
6694,0.694088547367081
6695,0.159184739828914
6696,0.0296106239556411
6697,0.651295588922741
